Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod
2024-10-03,South,Monitor,3,136.15,Store A,Retail,0.1,Diana,367.605,Gift Card
2024-04-28,Central,Desk,5,544.66,Store B,Retail,0.1,Diana,2450.97,Online
2024-02-07,Central,Desk,8,561.9,Store A,Retail,0.15,Bob,3820.92,Online
2023-02-08,South,Chair,20,313.47,Store C,Retail,0.15,Alice,5328.99,Online
2023-06-17,South,Phone,1,418.45,Store C,Retail,0.15,Diana,355.6825,Cash
2024-07-29,West,Monitor,8,420.75,Store B,Wholesale,0.1,Bob,3029.4,Online
2024-01-29,West,Printer,16,514.36,Store D,Wholesale,0,Alice,8229.76,Online
2024-01-18,East,Phone,2,297.2,Store B,Retail,0.1,Frank,534.96,Gift Card
2024-08-12,North,Chair,10,278,Store C,Retail,0,Bob,2780,Credit Card
2025-04-16,West,Monitor,8,583.17,Store D,Wholesale,0.1,Frank,4198.824,Credit Card
2023-02-26,Central,Desk,16,75.62,Store D,Retail,0.1,Diana,1088.928,Cash
2023-01-07,East,Desk,13,561.62,Store C,Wholesale,0.05,Frank,6936.007,Gift Card
2023-10-24,South,Desk,5,359.61,Store A,Retail,0,Bob,1798.05,Online
2024-01-02,North,Tablet,15,115.48,Store A,Retail,0.15,Frank,1472.37,Credit Card
2024-09-17,South,Laptop,12,596.26,Store D,Wholesale,0.15,Eva,6081.852,Gift Card
2024-05-05,Central,Tablet,19,401.68,Store C,Wholesale,0.05,Alice,7250.324,Debit Card
2025-06-27,West,Desk,13,112.88,Store D,Retail,0,Frank,1467.44,Debit Card
2024-05-14,West,Phone,6,370.08,Store D,Retail,0.15,Alice,1887.408,Online
2024-02-29,North,Chair,15,119.86,Store A,Wholesale,0.15,Bob,1528.215,Debit Card
2025-05-19,East,Phone,5,271.44,Store A,Wholesale,0.15,Diana,1153.62,Debit Card
2024-12-02,East,Desk,9,363.39,Store B,Wholesale,0.05,Diana,3106.9845,Gift Card
2024-07-30,West,Printer,12,533.77,Store D,Wholesale,0.15,Alice,5444.454,Cash
2023-06-25,South,Desk,12,192.03,Store B,Wholesale,0.1,Carlos,2073.924,Credit Card
2024-07-10,South,Chair,20,504.22,Store D,Wholesale,0,Frank,10084.4,Online
2023-01-06,East,Laptop,7,193.66,Store A,Wholesale,0.1,Diana,1220.058,Credit Card
2024-02-24,South,Chair,3,270.83,Store B,Wholesale,0.1,Carlos,731.241,Online
2023-12-11,Central,Tablet,18,62.08,Store B,Retail,0,Diana,1117.44,Credit Card
2025-02-19,South,Printer,11,505.96,Store C,Wholesale,0.15,Eva,4730.726,Debit Card
2025-03-18,West,Tablet,4,62.46,Store D,Wholesale,0.15,Alice,212.364,Debit Card
2023-09-22,South,Phone,7,480.08,Store B,Wholesale,0.1,Diana,3024.504,Online
2023-12-23,West,Tablet,18,60.66,Store A,Retail,0,Bob,1091.88,Online
2025-05-04,North,Desk,6,249.09,Store B,Retail,0.05,Frank,1419.813,Cash
2025-01-11,East,Phone,20,400.05,Store D,Wholesale,0.1,Diana,7200.9,Debit Card
2025-04-21,South,Printer,1,130.87,Store B,Retail,0.05,Diana,124.3265,Online
2023-12-13,Central,Tablet,11,133.08,Store A,Wholesale,0.15,Frank,1244.298,Credit Card
2024-02-07,East,Chair,13,448.68,Store B,Wholesale,0.1,Diana,5249.556,Credit Card
2024-04-24,North,Tablet,19,36.23,Store B,Wholesale,0,Diana,688.37,Debit Card
2023-09-11,West,Chair,14,113.77,Store C,Retail,0,Eva,1592.78,Cash
2025-06-09,Central,Printer,2,89.6,Store A,Retail,0,Diana,179.2,Gift Card
2025-06-06,East,Desk,3,391.92,Store A,Wholesale,0.15,Alice,999.396,Debit Card
2024-12-23,South,Chair,10,418.93,Store C,Wholesale,0.1,Bob,3770.37,Credit Card
2023-08-27,East,Monitor,12,303.09,Store B,Wholesale,0,Alice,3637.08,Gift Card
2023-01-09,East,Monitor,10,209.95,Store A,Wholesale,0.1,Eva,1889.55,Cash
2025-04-22,East,Laptop,8,283.63,Store C,Wholesale,0.1,Alice,2042.136,Cash
2023-09-06,South,Phone,7,18.36,Store D,Retail,0.1,Alice,115.668,Online
2023-01-21,East,Monitor,9,475.38,Store A,Wholesale,0.1,Carlos,3850.578,Debit Card
2024-04-26,Central,Chair,12,591.92,Store D,Retail,0,Eva,7103.04,Debit Card
2023-06-27,North,Phone,7,93.23,Store B,Retail,0.05,Alice,619.9795,Credit Card
2023-01-01,East,Tablet,15,298.71,Store C,Retail,0,Bob,4480.65,Debit Card
2023-12-30,West,Tablet,15,52.37,Store A,Retail,0.15,Diana,667.7175,Online
2023-01-22,Central,Phone,6,104.19,Store C,Retail,0.1,Diana,562.626,Online
2024-07-27,South,Laptop,8,493.09,Store A,Retail,0.05,Diana,3747.484,Credit Card
2024-01-15,South,Chair,6,291.58,Store B,Wholesale,0,Frank,1749.48,Credit Card
2024-01-04,West,Tablet,1,103.13,Store B,Wholesale,0,Bob,103.13,Online
2023-02-09,East,Monitor,1,541.9,Store A,Retail,0.05,Eva,514.805,Cash
2024-06-20,North,Phone,11,303.09,Store D,Wholesale,0.1,Diana,3000.591,Online
2023-02-21,Central,Desk,11,61.81,Store C,Retail,0.05,Bob,645.9145,Gift Card
2023-08-16,Central,Desk,8,355.15,Store B,Retail,0.1,Carlos,2557.08,Online
2023-11-03,West,Monitor,11,119.84,Store D,Wholesale,0.1,Eva,1186.416,Online
2024-04-26,South,Laptop,16,318.32,Store C,Wholesale,0.05,Diana,4838.464,Credit Card
2024-10-08,South,Desk,9,446.49,Store D,Wholesale,0.15,Carlos,3415.6485,Cash
2023-01-09,South,Desk,16,258.82,Store D,Retail,0.1,Diana,3727.008,Online
2023-12-25,North,Printer,9,272.68,Store D,Wholesale,0.05,Eva,2331.414,Online
2024-05-11,Central,Monitor,12,438.77,Store C,Retail,0,Eva,5265.24,Debit Card
2023-11-23,West,Tablet,18,267.63,Store B,Retail,0,Carlos,4817.34,Gift Card
2023-12-10,Central,Printer,6,115.94,Store A,Wholesale,0.05,Carlos,660.858,Credit Card
2024-02-03,North,Printer,19,275.78,Store C,Retail,0,Frank,5239.82,Cash
2024-11-24,Central,Chair,12,255.93,Store B,Retail,0,Eva,3071.16,Cash
2024-03-06,West,Phone,1,381.21,Store D,Wholesale,0.15,Bob,324.0285,Online
2025-02-01,South,Desk,5,38.23,Store C,Wholesale,0.15,Bob,162.4775,Debit Card
2024-06-04,Central,Laptop,7,225.86,Store B,Wholesale,0,Carlos,1581.02,Debit Card
2023-08-06,Central,Desk,8,548.02,Store D,Retail,0.05,Eva,4164.952,Online
2023-06-30,West,Printer,18,485.3,Store D,Wholesale,0.05,Bob,8298.63,Debit Card
2023-02-15,West,Printer,19,414.31,Store A,Retail,0.1,Eva,7084.701,Credit Card
2024-01-23,North,Printer,8,50.72,Store A,Wholesale,0.05,Carlos,385.472,Debit Card
2024-10-31,North,Tablet,17,83.26,Store A,Wholesale,0.15,Eva,1203.107,Cash
2023-12-19,Central,Desk,20,51.85,Store C,Wholesale,0.15,Carlos,881.45,Cash
2023-07-04,South,Tablet,12,122.51,Store B,Wholesale,0.05,Diana,1396.614,Gift Card
2024-05-16,East,Laptop,11,222.13,Store D,Wholesale,0.15,Eva,2076.9155,Cash
2023-09-16,North,Monitor,8,204.84,Store C,Retail,0,Bob,1638.72,Cash
2024-11-22,East,Chair,3,536.97,Store C,Wholesale,0,Carlos,1610.91,Debit Card
2024-04-13,West,Chair,15,553.01,Store A,Retail,0.1,Carlos,7465.635,Credit Card
2024-06-30,South,Chair,20,284.82,Store D,Retail,0.1,Alice,5126.76,Credit Card
2024-08-29,North,Desk,18,523.87,Store C,Retail,0.15,Diana,8015.211,Gift Card
2023-12-26,Central,Desk,3,232.13,Store B,Retail,0.1,Diana,626.751,Cash
2025-01-30,North,Phone,17,179.32,Store A,Retail,0.1,Bob,2743.596,Debit Card
2023-05-17,South,Chair,1,396.35,Store B,Retail,0.15,Frank,336.8975,Debit Card
2024-01-27,Central,Desk,17,108.48,Store A,Wholesale,0.1,Carlos,1659.744,Online
2025-05-26,East,Printer,10,149.67,Store D,Retail,0.1,Carlos,1347.03,Cash
2025-03-09,North,Phone,1,506.41,Store D,Wholesale,0,Bob,506.41,Cash
2024-02-22,West,Tablet,6,345.9,Store B,Retail,0.15,Frank,1764.09,Credit Card
2025-02-03,East,Tablet,15,342.04,Store C,Retail,0.15,Diana,4361.01,Gift Card
2024-01-09,Central,Printer,11,404.88,Store A,Wholesale,0.05,Alice,4230.996,Gift Card
2025-05-05,North,Desk,9,292.46,Store A,Wholesale,0.05,Carlos,2500.533,Credit Card
2023-04-17,Central,Desk,5,547.53,Store A,Retail,0.1,Eva,2463.885,Debit Card
2024-06-16,South,Desk,12,348.88,Store C,Wholesale,0,Alice,4186.56,Credit Card
2024-11-01,South,Phone,15,486.03,Store C,Wholesale,0,Alice,7290.45,Debit Card
2025-02-07,East,Tablet,14,159.09,Store C,Retail,0.15,Bob,1893.171,Debit Card
2024-11-24,South,Monitor,12,173.79,Store D,Retail,0.15,Eva,1772.658,Credit Card
2024-04-23,Central,Monitor,13,439.75,Store A,Wholesale,0,Frank,5716.75,Online
2024-06-24,East,Laptop,9,265.43,Store D,Wholesale,0.05,Eva,2269.4265,Credit Card
2025-06-01,West,Monitor,12,290.28,Store B,Retail,0.1,Carlos,3135.024,Cash
2023-03-12,West,Tablet,6,88.7,Store B,Wholesale,0,Carlos,532.2,Gift Card
2024-11-11,Central,Desk,2,239.69,Store C,Retail,0,Diana,479.38,Credit Card
2024-10-17,Central,Tablet,8,39.79,Store C,Retail,0.1,Bob,286.488,Credit Card
2023-05-10,East,Printer,18,206.8,Store A,Retail,0.05,Frank,3536.28,Debit Card
2023-07-29,East,Laptop,18,175.81,Store C,Retail,0,Eva,3164.58,Gift Card
2023-08-26,Central,Phone,14,547.36,Store C,Retail,0.15,Diana,6513.584,Online
2023-12-28,East,Laptop,19,374.8,Store A,Retail,0.05,Carlos,6765.14,Online
2025-03-10,North,Tablet,9,507.74,Store D,Retail,0.15,Bob,3884.211,Cash
2023-09-09,Central,Desk,1,223.56,Store B,Wholesale,0.15,Bob,190.026,Credit Card
2023-05-28,North,Tablet,2,294.27,Store C,Retail,0.1,Diana,529.686,Gift Card
2025-05-21,West,Monitor,1,319.49,Store C,Wholesale,0.15,Diana,271.5665,Online
2023-09-30,East,Laptop,14,243.96,Store D,Wholesale,0.05,Diana,3244.668,Online
2024-10-08,South,Laptop,6,48.48,Store D,Retail,0.1,Diana,261.792,Online
2023-04-14,East,Laptop,20,87.47,Store B,Retail,0,Carlos,1749.4,Online
2023-03-05,South,Monitor,17,465.6,Store C,Retail,0.1,Bob,7123.68,Debit Card
2024-07-17,North,Desk,17,279.38,Store B,Wholesale,0.05,Frank,4511.987,Credit Card
2024-05-20,North,Tablet,16,427.68,Store A,Retail,0.1,Carlos,6158.592,Debit Card
2025-05-06,North,Laptop,15,281.73,Store B,Wholesale,0.1,Bob,3803.355,Credit Card
2023-01-15,North,Desk,15,185,Store B,Wholesale,0,Alice,2775,Cash
2024-01-09,Central,Monitor,19,380.82,Store D,Wholesale,0.1,Diana,6512.022,Credit Card
2023-07-12,South,Chair,4,444.87,Store B,Retail,0.15,Carlos,1512.558,Online
2025-06-21,East,Chair,7,590.79,Store B,Retail,0.05,Eva,3928.7535,Cash
2024-12-29,North,Printer,5,34.58,Store A,Retail,0.1,Frank,155.61,Gift Card
2023-05-23,West,Tablet,9,438.22,Store D,Retail,0.05,Bob,3746.781,Cash
2024-04-03,Central,Desk,5,84.91,Store A,Retail,0.1,Carlos,382.095,Cash
2024-01-17,East,Laptop,7,322.11,Store C,Wholesale,0.1,Diana,2029.293,Debit Card
2025-04-05,Central,Monitor,2,231.96,Store B,Retail,0.1,Alice,417.528,Debit Card
2025-04-17,Central,Chair,15,242.07,Store A,Wholesale,0.15,Bob,3086.3925,Credit Card
2024-10-12,Central,Laptop,2,48.02,Store C,Retail,0.05,Carlos,91.238,Debit Card
2024-07-27,Central,Chair,1,534.28,Store D,Wholesale,0.1,Eva,480.852,Online
2025-01-10,West,Tablet,3,98.15,Store D,Wholesale,0.15,Diana,250.2825,Debit Card
2024-07-25,South,Chair,12,61.85,Store D,Wholesale,0.05,Alice,705.09,Credit Card
2024-05-22,West,Tablet,6,268.34,Store A,Wholesale,0.1,Diana,1449.036,Debit Card
2024-08-10,Central,Desk,4,529.03,Store B,Wholesale,0.05,Carlos,2010.314,Online
2023-04-27,West,Tablet,2,107.32,Store B,Retail,0.05,Alice,203.908,Credit Card
2023-06-21,South,Tablet,1,500.96,Store C,Wholesale,0.05,Frank,475.912,Online
2024-10-11,West,Printer,17,549.78,Store B,Wholesale,0.05,Alice,8878.947,Credit Card
2025-01-26,North,Laptop,3,58.51,Store A,Retail,0.05,Carlos,166.7535,Cash
2024-06-18,South,Chair,17,504.08,Store A,Wholesale,0.1,Diana,7712.424,Online
2025-06-18,East,Monitor,17,419.63,Store D,Wholesale,0,Alice,7133.71,Cash
2024-10-29,South,Laptop,2,267.36,Store B,Wholesale,0.05,Frank,507.984,Online
2025-04-08,Central,Phone,2,298.06,Store B,Wholesale,0,Alice,596.12,Debit Card
2023-01-31,Central,Tablet,13,132.97,Store B,Wholesale,0.05,Frank,1642.1795,Debit Card
2024-03-15,West,Chair,14,476.28,Store A,Wholesale,0.1,Eva,6001.128,Credit Card
2023-06-23,North,Tablet,16,294.88,Store B,Retail,0.05,Frank,4482.176,Cash
2024-06-14,North,Monitor,19,596.03,Store C,Retail,0.15,Eva,9625.8845,Debit Card
2023-11-30,West,Desk,6,182.4,Store B,Wholesale,0,Alice,1094.4,Online
2024-04-21,North,Laptop,10,400.95,Store C,Retail,0.05,Carlos,3809.025,Online
2023-08-06,East,Desk,7,373.66,Store B,Retail,0.05,Alice,2484.839,Gift Card
2024-06-21,West,Desk,7,355.66,Store C,Retail,0.15,Carlos,2116.177,Gift Card
2025-03-16,North,Tablet,12,260.31,Store C,Retail,0.1,Bob,2811.348,Cash
2024-04-20,West,Tablet,10,370.99,Store B,Retail,0.15,Frank,3153.415,Online
2024-12-20,East,Laptop,2,548.72,Store A,Wholesale,0.1,Frank,987.696,Credit Card
2023-08-22,North,Printer,8,343.53,Store A,Wholesale,0,Frank,2748.24,Cash
2023-03-04,North,Tablet,13,494.78,Store A,Wholesale,0.15,Diana,5467.319,Cash
2024-06-24,North,Laptop,9,36.62,Store B,Wholesale,0.1,Eva,296.622,Debit Card
2024-12-09,East,Tablet,14,216.2,Store C,Wholesale,0,Diana,3026.8,Online
2024-07-04,West,Laptop,11,128.99,Store A,Retail,0.05,Diana,1347.9455,Debit Card
2025-03-04,East,Phone,11,183.11,Store B,Retail,0.15,Frank,1712.0785,Gift Card
2024-01-22,East,Printer,11,277.95,Store A,Retail,0.05,Frank,2904.5775,Gift Card
2025-03-12,East,Desk,14,554.08,Store A,Retail,0.05,Diana,7369.264,Cash
2025-02-28,Central,Phone,15,23.32,Store A,Retail,0.05,Carlos,332.31,Debit Card
2024-05-23,East,Desk,4,20.96,Store D,Wholesale,0.05,Bob,79.648,Online
2023-09-17,North,Desk,18,132.29,Store A,Wholesale,0.05,Diana,2262.159,Credit Card
2023-06-13,East,Phone,19,199.65,Store A,Retail,0.1,Carlos,3414.015,Cash
2025-05-31,West,Phone,16,307,Store A,Wholesale,0,Bob,4912,Debit Card
2023-10-11,East,Tablet,1,315.93,Store C,Retail,0.15,Alice,268.5405,Credit Card
2023-08-07,West,Printer,5,596.97,Store A,Retail,0,Eva,2984.85,Cash
2023-12-03,North,Laptop,17,376.98,Store A,Retail,0.05,Carlos,6088.227,Debit Card
2024-08-01,Central,Printer,6,208.64,Store D,Retail,0.1,Frank,1126.656,Credit Card
2023-03-20,East,Chair,7,307.82,Store B,Wholesale,0,Eva,2154.74,Debit Card
2025-06-30,Central,Tablet,13,382.48,Store D,Retail,0.05,Eva,4723.628,Credit Card
2025-02-05,South,Desk,9,188.03,Store B,Retail,0,Frank,1692.27,Cash
2024-05-19,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash
2023-03-04,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.39,Gift Card
2023-01-22,Central,Monitor,2,413.36,Store D,Retail,0.1,Alice,744.048,Online
2023-03-20,South,Phone,20,536.71,Store B,Retail,0.15,Carlos,9124.07,Debit Card
2024-06-05,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.495,Debit Card
2024-07-09,East,Printer,4,256.83,Store A,Wholesale,0.15,Carlos,873.222,Cash
2025-03-08,South,Monitor,1,247.04,Store C,Wholesale,0,Bob,247.04,Credit Card
2025-06-21,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash
2025-06-28,North,Tablet,13,341.38,Store C,Retail,0.15,Alice,3772.249,Cash
2025-04-05,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online
2024-03-05,South,Printer,7,77.69,Store D,Wholesale,0,Carlos,543.83,Credit Card
2024-03-09,East,Phone,20,312.43,Store C,Retail,0,Carlos,6248.6,Credit Card
2025-02-25,Central,Monitor,19,14.1,Store C,Wholesale,0.05,Carlos,254.505,Cash
2024-11-16,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.3045,Credit Card
2024-08-01,South,Printer,20,248.11,Store D,Wholesale,0.05,Carlos,4714.09,Online
2024-04-20,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card
2024-04-20,South,Laptop,2,169.62,Store C,Retail,0.1,Alice,305.316,Debit Card
2023-09-22,North,Laptop,19,35.38,Store A,Retail,0.15,Diana,571.387,Online
2025-02-21,West,Chair,3,264.08,Store A,Retail,0.1,Diana,713.016,Online
2025-06-24,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card
2023-11-28,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online
2024-04-08,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card
2025-01-07,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card
2023-02-24,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card
2023-10-19,East,Chair,13,393.1,Store B,Wholesale,0.1,Alice,4599.27,Online
2024-06-17,North,Chair,10,83.86,Store A,Wholesale,0.15,Alice,712.81,Credit Card
2023-06-21,Central,Desk,10,110.07,Store B,Wholesale,0,Frank,1100.7,Credit Card
2024-08-30,East,Phone,6,288.98,Store C,Wholesale,0.15,Diana,1473.798,Gift Card
2025-01-03,Central,Desk,10,451.14,Store A,Retail,0,Bob,4511.4,Gift Card
2023-02-23,West,Printer,16,509.08,Store C,Wholesale,0,Carlos,8145.28,Online
2025-04-26,Central,Printer,4,582.73,Store D,Wholesale,0.05,Carlos,2214.374,Cash
2023-06-08,South,Phone,9,115.24,Store B,Wholesale,0,Alice,1037.16,Credit Card
2023-03-16,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.67,Online
2024-10-23,North,Phone,11,121.54,Store D,Wholesale,0,Carlos,1336.94,Credit Card
2025-05-23,East,Printer,9,160.15,Store D,Retail,0.1,Alice,1297.215,Debit Card
2023-05-06,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash
2024-08-15,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash
2023-08-23,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash
2025-04-13,South,Laptop,1,163.29,Store B,Retail,0,Diana,163.29,Credit Card
2024-06-11,Central,Desk,5,538.52,Store B,Wholesale,0.05,Alice,2557.97,Gift Card
2024-04-29,South,Phone,11,255.95,Store C,Wholesale,0.1,Alice,2533.905,Online
2023-03-27,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash
2024-10-23,North,Chair,20,198.95,Store B,Retail,0.1,Diana,3581.1,Credit Card
2023-06-21,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash
2023-05-12,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash
2024-10-20,Central,Printer,19,554.5,Store B,Retail,0.15,Carlos,8955.175,Online
2024-04-04,North,Laptop,14,117.31,Store A,Wholesale,0,Diana,1642.34,Online
2025-01-12,Central,Tablet,3,193.98,Store A,Retail,0,Bob,581.94,Credit Card
2023-07-24,South,Phone,20,386.86,Store A,Wholesale,0.05,Carlos,7350.34,Online
2023-09-09,North,Chair,12,81.33,Store D,Wholesale,0,Carlos,975.96,Cash
2024-04-20,East,Printer,5,550.65,Store A,Retail,0.15,Bob,2340.2625,Gift Card
2025-02-06,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card
2023-06-18,West,Tablet,19,25.22,Store C,Wholesale,0,Bob,479.18,Credit Card
2024-11-01,North,Phone,2,437.04,Store C,Wholesale,0,Frank,874.08,Credit Card
2024-08-12,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card
2025-04-08,Central,Phone,14,299.94,Store D,Retail,0,Carlos,4199.16,Gift Card
2024-07-20,Central,Laptop,8,224.18,Store B,Retail,0.15,Bob,1524.424,Debit Card
2023-02-17,West,Desk,6,327.69,Store D,Wholesale,0.05,Diana,1867.833,Cash
2024-07-02,East,Phone,8,432.27,Store D,Retail,0.05,Eva,3285.252,Cash
2025-04-01,North,Monitor,4,249.98,Store C,Retail,0.15,Eva,849.932,Debit Card
2025-06-02,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card
2024-11-21,West,Phone,5,69.29,Store C,Wholesale,0,Carlos,346.45,Credit Card
2024-01-10,South,Printer,15,306.91,Store A,Retail,0,Carlos,4603.65,Cash
2023-10-21,North,Desk,4,390.3,Store A,Retail,0.15,Diana,1327.02,Debit Card
2025-01-20,North,Phone,7,61.83,Store B,Retail,0,Diana,432.81,Online
2024-11-09,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash
2024-04-03,West,Monitor,4,563.06,Store D,Retail,0.05,Bob,2139.628,Cash
2024-01-06,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash
2023-08-02,Central,Printer,9,303.26,Store A,Wholesale,0.05,Diana,2592.873,Debit Card
2023-11-26,North,Chair,9,440.48,Store A,Retail,0.15,Diana,3369.672,Gift Card
2025-04-20,East,Desk,17,469.25,Store B,Wholesale,0.05,Bob,7578.3875,Credit Card
2023-12-29,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card
2025-01-08,Central,Chair,19,465.27,Store C,Retail,0.05,Diana,8398.1235,Credit Card
2024-05-06,East,Chair,18,343.68,Store B,Retail,0,Eva,6186.24,Gift Card
2024-09-15,North,Desk,14,472.51,Store D,Wholesale,0.05,Bob,6284.383,Gift Card
2023-02-07,West,Laptop,20,142.52,Store A,Retail,0.1,Eva,2565.36,Cash
2023-03-01,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card
2024-05-08,North,Tablet,17,572.29,Store D,Retail,0.15,Eva,8269.5905,Online
2024-06-06,East,Desk,18,333.6,Store A,Retail,0.1,Carlos,5404.32,Debit Card
2023-04-29,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card
2023-09-20,Central,Tablet,9,588.59,Store D,Wholesale,0.05,Diana,5032.4445,Online
2024-11-08,South,Chair,18,153.28,Store B,Retail,0.05,Frank,2621.088,Online
2023-03-22,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card
2023-09-05,East,Monitor,5,367.61,Store C,Retail,0,Alice,1838.05,Credit Card
2023-02-26,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.325,Debit Card
2024-11-26,West,Chair,3,229.45,Store D,Retail,0.15,Bob,585.0975,Debit Card
2024-10-14,Central,Chair,3,391.63,Store C,Retail,0,Frank,1174.89,Debit Card
2023-05-29,Central,Laptop,15,67.35,Store D,Wholesale,0.1,Diana,909.225,Online
2024-03-22,Central,Laptop,6,453.86,Store B,Retail,0.15,Alice,2314.686,Credit Card
2023-04-22,South,Tablet,19,537.7,Store D,Wholesale,0,Bob,10216.3,Online
2025-06-06,North,Phone,5,32.56,Store C,Retail,0.05,Diana,154.66,Cash
2023-01-25,Central,Laptop,2,196.7,Store A,Retail,0,Frank,393.4,Online
2023-09-08,South,Phone,12,369.45,Store D,Wholesale,0.1,Frank,3990.06,Credit Card
2024-10-04,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card
2025-04-06,East,Desk,3,32.07,Store D,Retail,0.15,Alice,81.7785,Online
2024-08-25,East,Laptop,15,39.93,Store A,Retail,0.15,Diana,509.1075,Debit Card
2024-03-06,North,Phone,7,374.43,Store A,Retail,0.15,Carlos,2227.8585,Cash
2023-03-23,East,Printer,2,101.87,Store C,Wholesale,0,Diana,203.74,Cash
2024-01-13,Central,Tablet,13,343.45,Store D,Wholesale,0.05,Alice,4241.6075,Gift Card
2023-07-18,Central,Printer,15,144.11,Store C,Retail,0,Frank,2161.65,Gift Card
2025-02-23,West,Chair,18,403.68,Store A,Retail,0.15,Carlos,6176.304,Cash
2023-02-22,East,Printer,14,346.57,Store B,Retail,0.1,Carlos,4366.782,Debit Card
2024-10-18,North,Printer,7,392.79,Store C,Wholesale,0,Eva,2749.53,Gift Card
2023-10-26,West,Printer,16,70.83,Store B,Wholesale,0.05,Carlos,1076.616,Gift Card
2023-01-10,Central,Monitor,20,274.37,Store B,Retail,0.1,Eva,4938.66,Gift Card
2024-03-19,Central,Desk,10,19.73,Store D,Retail,0.1,Carlos,177.57,Debit Card
2023-12-20,Central,Printer,10,465.72,Store B,Wholesale,0.05,Alice,4424.34,Online
2024-12-09,Central,Monitor,19,62.07,Store D,Retail,0.1,Diana,1061.397,Debit Card
2023-05-10,Central,Tablet,11,529.2,Store A,Wholesale,0.05,Bob,5530.14,Credit Card
2023-10-18,South,Monitor,7,387.31,Store A,Retail,0.1,Bob,2440.053,Cash
2024-12-03,South,Phone,1,152.75,Store A,Wholesale,0,Bob,152.75,Credit Card
2024-10-10,South,Chair,8,72.48,Store A,Wholesale,0.1,Carlos,521.856,Debit Card
2024-06-03,East,Phone,4,194.09,Store D,Wholesale,0.1,Eva,698.724,Credit Card
2025-03-26,South,Phone,3,159.3,Store B,Wholesale,0.05,Eva,454.005,Credit Card
2024-04-26,North,Monitor,4,303.37,Store A,Retail,0.1,Carlos,1092.132,Gift Card
2023-05-05,West,Chair,16,541.96,Store C,Retail,0.1,Eva,7804.224,Cash
2023-09-23,West,Desk,7,41.57,Store D,Retail,0,Carlos,290.99,Online
2025-03-08,South,Monitor,16,217.74,Store A,Wholesale,0.15,Frank,2961.264,Cash
2023-01-17,North,Printer,15,19.17,Store A,Wholesale,0,Carlos,287.55,Gift Card
2023-04-29,Central,Monitor,15,293.34,Store D,Retail,0.1,Eva,3960.09,Credit Card
2025-02-16,South,Printer,18,204.58,Store C,Retail,0.1,Diana,3314.196,Cash
2023-06-05,East,Printer,15,324.58,Store A,Retail,0.15,Diana,4138.395,Debit Card
2023-08-28,South,Phone,11,393.61,Store D,Wholesale,0.05,Frank,4113.2245,Debit Card
2023-08-01,North,Printer,8,141.28,Store D,Wholesale,0.05,Frank,1073.728,Online
2025-02-12,West,Phone,13,227.64,Store C,Retail,0.15,Frank,2515.422,Cash
2023-07-03,Central,Laptop,19,341.07,Store C,Retail,0.1,Carlos,5832.297,Cash
2025-05-09,Central,Phone,20,324.55,Store B,Wholesale,0.05,Eva,6166.45,Credit Card
